precision,accuracy,noise accuracy,batch_size,learning_rate,avg_cka,avg_EF,net_efficiency,trace,eigenvalue
7,0.7700320482254028,0.6196,32,0.0015625,0.850680712196562,"{'EF_trace_w': array([7.1400375 , 0.6533831 , 0.52635247, 0.52996516, 0.31134945,
       0.58642465, 0.49549127, 0.60725677, 0.40469855, 0.23995133,
       0.16696648, 0.33869636, 0.24432877, 0.229752  , 0.03489495,
       1.2382128 ], dtype=float32), 'EF_trace_a': array([0.6433751 , 0.25305963, 0.16357866, 0.19430672, 0.10879232,
       0.10879232, 0.33740458, 0.12902743, 0.18304369, 0.0800238 ,
       0.0800238 , 0.31358737, 0.04617179, 0.20706424, 0.11659837],
      dtype=float32), 'avg_EF': 0.42040876}",,0,0
7,0.7714343070983887,0.6082,64,0.0015625,0.8124120467238957,"{'EF_trace_w': array([14.158223  ,  0.900438  ,  0.7959239 ,  1.3325135 ,  0.6667623 ,
        1.0623322 ,  0.8617204 ,  1.1707002 ,  0.8758753 ,  0.5428065 ,
        0.25703833,  0.67283857,  0.48270622,  0.39046878,  0.05442435,
        1.253937  ], dtype=float32), 'EF_trace_a': array([0.880103  , 0.21238941, 0.14919552, 0.3818363 , 0.108774  ,
       0.108774  , 0.2579137 , 0.18624343, 0.2365712 , 0.09007471,
       0.09007471, 0.38712087, 0.05070115, 0.19458342, 0.08507179],
      dtype=float32), 'avg_EF': 0.7509075}",,0,0
7,0.8024839758872986,0.6441,128,0.0015625,0.809508247507943,"{'EF_trace_w': array([33.66772   ,  2.7130446 ,  2.4151647 ,  3.051657  ,  1.4267702 ,
        2.3813171 ,  2.2510297 ,  2.6827595 ,  2.1507664 ,  1.3721999 ,
        0.5485193 ,  1.3222337 ,  0.8494694 ,  0.65448475,  0.10306014,
        1.7428875 ], dtype=float32), 'EF_trace_a': array([0.55727375, 0.26747173, 0.17984977, 0.2519719 , 0.13061897,
       0.13061897, 0.2605643 , 0.1972701 , 0.19394167, 0.08706307,
       0.08706307, 0.30875906, 0.03499943, 0.12143676, 0.07374147],
      dtype=float32), 'avg_EF': 1.6477368}",,0,0
7,0.8098273277282715,0.6301,256,0.0015625,0.7654337949222989,"{'EF_trace_w': array([120.54549   ,  13.641914  ,   5.6816244 ,   5.152552  ,
         2.760534  ,   3.8261201 ,   4.1554346 ,   5.5065465 ,
         4.8345184 ,   2.9316797 ,   1.2562323 ,   2.873631  ,
         1.8112264 ,   1.2824594 ,   0.20730728,   2.0266776 ],
      dtype=float32), 'EF_trace_a': array([0.45176703, 0.34921187, 0.1791602 , 0.13257599, 0.12293164,
       0.12293164, 0.26063251, 0.19542864, 0.21033093, 0.08073001,
       0.08073001, 0.26240247, 0.03791176, 0.08390325, 0.05833868],
      dtype=float32), 'avg_EF': 3.5298777}",,0,0
7,0.7990451455116272,0.6322,512,0.0015625,0.8677167163954841,"{'EF_trace_w': array([108.430305  ,  10.106305  ,   7.6045055 ,  12.626441  ,
         5.072529  ,   4.1144257 ,   7.770279  ,  10.412671  ,
         8.408757  ,   4.5082192 ,   1.5581537 ,   4.2345552 ,
         2.8817945 ,   2.1519046 ,   0.32640606,   1.9645336 ],
      dtype=float32), 'EF_trace_a': array([0.6450424 , 0.24297893, 0.15780619, 0.20417891, 0.11170739,
       0.11170739, 0.3004073 , 0.1964801 , 0.19061288, 0.07077   ,
       0.07077   , 0.2734756 , 0.03906585, 0.07862832, 0.04785067],
      dtype=float32), 'avg_EF': 5.046095}",,0,0
7,0.81787109375,0.6662,1024,0.0015625,0.7420028646787007,"{'EF_trace_w': array([372.1363    ,  37.607563  ,  26.235142  ,  28.021515  ,
        14.8019705 ,   8.525307  ,  19.048409  ,  24.593006  ,
        22.987793  ,  12.409199  ,   2.4118161 ,   8.815595  ,
         4.6084065 ,   3.8298113 ,   0.51179266,   2.737737  ],
      dtype=float32), 'EF_trace_a': array([0.5899075 , 0.2897792 , 0.18180525, 0.21221295, 0.12522453,
       0.12522453, 0.24956167, 0.18173353, 0.16700341, 0.06624138,
       0.06624138, 0.18370086, 0.02715048, 0.04321577, 0.04002832],
      dtype=float32), 'avg_EF': 11.481705}",,0,0
8,0.784254789352417,0.6349,32,0.0015625,0.7775591909885406,"{'EF_trace_w': array([7.878926  , 1.026739  , 0.53356814, 0.34487498, 0.23851413,
       0.70357186, 0.47876272, 0.51258284, 0.47763643, 0.27930874,
       0.14786114, 0.368893  , 0.29175675, 0.22877124, 0.03565159,
       1.0872543 ], dtype=float32), 'EF_trace_a': array([0.5403105 , 0.2676687 , 0.16789187, 0.16690788, 0.13588752,
       0.13588752, 0.27908912, 0.16705504, 0.25069463, 0.0858708 ,
       0.0858708 , 0.41386825, 0.06708538, 0.27364367, 0.13724282],
      dtype=float32), 'avg_EF': 0.42549148}",,0,0
8,0.8052884340286255,0.6586,64,0.0015625,0.7902122471067641,"{'EF_trace_w': array([14.976774  ,  1.2435281 ,  1.2895678 ,  0.99263775,  0.67649883,
        0.98184085,  1.1395855 ,  1.4610344 ,  0.8605095 ,  0.5531752 ,
        0.27460167,  0.6590952 ,  0.38743216,  0.27893987,  0.05383737,
        1.627135  ], dtype=float32), 'EF_trace_a': array([1.0775251 , 0.2075671 , 0.1626065 , 0.24034406, 0.12763898,
       0.12763898, 0.31085244, 0.1874326 , 0.18155497, 0.0848024 ,
       0.0848024 , 0.341464  , 0.02899524, 0.10396378, 0.08468509],
      dtype=float32), 'avg_EF': 0.78665036}",,0,0
8,0.7692307829856873,0.63,128,0.0015625,0.7656993567943573,"{'EF_trace_w': array([40.067562  ,  3.7481418 ,  2.8337555 ,  3.2321951 ,  2.1194384 ,
        2.9932284 ,  2.049976  ,  3.0033264 ,  2.3786736 ,  1.4140612 ,
        0.65416276,  1.382322  ,  0.859095  ,  0.6865157 ,  0.10839754,
        1.732746  ], dtype=float32), 'EF_trace_a': array([0.70066875, 0.2667204 , 0.20545377, 0.28476736, 0.14311084,
       0.14311084, 0.27988574, 0.22156405, 0.21697304, 0.08503923,
       0.08503923, 0.35035363, 0.03634623, 0.10649526, 0.07388689],
      dtype=float32), 'avg_EF': 1.8454734}",,0,0
8,0.7892680764198303,0.6426,256,0.0015625,0.7634944319725037,"{'EF_trace_w': array([111.67933   ,  11.409863  ,   6.2361684 ,   6.7732267 ,
         4.4067917 ,   4.404088  ,   4.8996997 ,   6.7171774 ,
         5.495927  ,   2.869083  ,   0.98735386,   2.4007397 ,
         1.3690032 ,   1.0155952 ,   0.1866326 ,   2.2464755 ],
      dtype=float32), 'EF_trace_a': array([0.6005091 , 0.33398682, 0.20497558, 0.21019587, 0.14220293,
       0.14220293, 0.29738966, 0.21323833, 0.21087165, 0.0715091 ,
       0.0715091 , 0.21651118, 0.02626695, 0.05519339, 0.05361187],
      dtype=float32), 'avg_EF': 3.5863893}",,0,0
8,0.7586805820465088,0.6073,512,0.0015625,0.8225759532716539,"{'EF_trace_w': array([99.92358  , 11.008773 , 11.490219 , 10.3855   ,  6.6790295,
        4.8085175,  8.59138  ,  9.862118 ,  9.347995 ,  6.2113266,
        1.4682734,  4.593955 ,  2.584168 ,  1.8140435,  0.2646495,
        1.5178006], dtype=float32), 'EF_trace_a': array([0.6426434 , 0.24658641, 0.1661772 , 0.19421303, 0.09981283,
       0.09981283, 0.2666025 , 0.17852123, 0.18112397, 0.06710015,
       0.06710015, 0.22452256, 0.03144151, 0.05285414, 0.04402551],
      dtype=float32), 'avg_EF': 5.1735888}",,0,0
8,0.811767578125,0.6767,1024,0.0015625,0.7980030477046967,"{'EF_trace_w': array([223.25537   ,  23.962725  ,  20.530432  ,  22.37806   ,
        15.360718  ,   6.9427876 ,  14.840828  ,  18.250992  ,
        17.853855  ,  10.647065  ,   2.5872884 ,   8.839227  ,
         5.3515368 ,   4.88645   ,   0.68376017,   3.4793155 ],
      dtype=float32), 'EF_trace_a': array([0.6679641 , 0.26631325, 0.18372393, 0.21751834, 0.11837371,
       0.11837371, 0.26582184, 0.21255806, 0.17957072, 0.07814836,
       0.07814836, 0.25890496, 0.03966981, 0.0691826 , 0.04673326],
      dtype=float32), 'avg_EF': 10.416185}",,0,0
9,0.7888621687889099,0.6607,32,0.0015625,0.7633011125855975,"{'EF_trace_w': array([5.1231647 , 0.39687014, 0.35470945, 0.44618005, 0.23714633,
       0.6688649 , 0.40155643, 0.51613635, 0.51744586, 0.29525557,
       0.15872082, 0.38906583, 0.3244304 , 0.28296536, 0.04279166,
       1.1674714 ], dtype=float32), 'EF_trace_a': array([0.6151912 , 0.17435871, 0.12189002, 0.18706247, 0.09922338,
       0.09922338, 0.29496413, 0.18003246, 0.27440825, 0.08376537,
       0.08376537, 0.41598898, 0.06550423, 0.2937183 , 0.1385944 ],
      dtype=float32), 'avg_EF': 0.4015952}",,0,0
9,0.8197115659713745,0.6592,64,0.0015625,0.747796916299396,"{'EF_trace_w': array([18.981344  ,  1.4383554 ,  1.5010538 ,  1.7656323 ,  1.0359277 ,
        1.6440129 ,  1.4353341 ,  2.0219793 ,  1.3146197 ,  0.76719975,
        0.34379858,  0.86652905,  0.4557394 ,  0.34009165,  0.06396433,
        1.9963412 ], dtype=float32), 'EF_trace_a': array([0.90344   , 0.22243063, 0.17276552, 0.31910163, 0.12784159,
       0.12784159, 0.33216828, 0.20437558, 0.23826355, 0.09460706,
       0.09460706, 0.3324696 , 0.02730705, 0.08000477, 0.08223982],
      dtype=float32), 'avg_EF': 1.0482949}",,0,0
9,0.8064903616905212,0.6618,128,0.0015625,0.7748826046784719,"{'EF_trace_w': array([15.984244  ,  1.4511752 ,  1.5130991 ,  1.7405792 ,  1.238149  ,
        1.8477826 ,  1.7068667 ,  1.9674613 ,  1.949647  ,  1.171225  ,
        0.4324401 ,  1.2573628 ,  1.0474423 ,  0.82178223,  0.10043814,
        1.2967643 ], dtype=float32), 'EF_trace_a': array([0.9461539 , 0.23520301, 0.1891657 , 0.27242702, 0.11584872,
       0.11584872, 0.42996603, 0.22525746, 0.344877  , 0.09609869,
       0.09609869, 0.4528297 , 0.07304823, 0.2807387 , 0.07569882],
      dtype=float32), 'avg_EF': 1.2985114}",,0,0
9,0.8038651347160339,0.6422,256,0.0015625,0.74794073899587,"{'EF_trace_w': array([72.1808    ,  6.862919  ,  4.6790795 ,  5.173906  ,  3.5516608 ,
        3.7149625 ,  5.068863  ,  6.2446704 ,  5.3444986 ,  3.0590625 ,
        1.0395103 ,  2.710629  ,  1.5558357 ,  1.1598561 ,  0.20697053,
        2.5191748 ], dtype=float32), 'EF_trace_a': array([0.77190566, 0.25436097, 0.20118853, 0.22877915, 0.13477908,
       0.13477908, 0.3112701 , 0.24291304, 0.24608643, 0.08859556,
       0.08859556, 0.305     , 0.03624899, 0.0748267 , 0.05809452],
      dtype=float32), 'avg_EF': 3.3192525}",,0,0
9,0.8187934160232544,0.6476,512,0.0015625,0.7908422417110866,"{'EF_trace_w': array([206.63103   ,  14.080412  ,   8.685511  ,  10.584318  ,
         5.039931  ,   3.6987503 ,   6.0152493 ,   8.903668  ,
         7.293355  ,   4.6703253 ,   1.6547031 ,   4.9880133 ,
         3.4061217 ,   2.2739782 ,   0.27698863,   2.001154  ],
      dtype=float32), 'EF_trace_a': array([0.92162275, 0.284458  , 0.1814826 , 0.23331943, 0.12402595,
       0.12402595, 0.28192553, 0.20577082, 0.22313243, 0.08691104,
       0.08691104, 0.3705691 , 0.06062636, 0.10803833, 0.05127406],
      dtype=float32), 'avg_EF': 5.2392316}",,0,0
9,0.820556640625,0.6377,1024,0.0015625,0.777916431427002,"{'EF_trace_w': array([1.1524675e+03, 4.4737946e+01, 3.1732647e+01, 2.8673691e+01,
       2.3683802e+01, 9.4478054e+00, 2.5465496e+01, 2.7555286e+01,
       2.4664028e+01, 1.3391244e+01, 3.0418098e+00, 9.4708920e+00,
       5.4548712e+00, 5.4012585e+00, 6.7251682e-01, 1.6050060e+00],
      dtype=float32), 'EF_trace_a': array([0.58824855, 0.25562307, 0.18967424, 0.17225048, 0.11957628,
       0.11957628, 0.21278179, 0.17006801, 0.15072082, 0.06006483,
       0.06006483, 0.17497215, 0.02652561, 0.04460401, 0.04256723],
      dtype=float32), 'avg_EF': 14.020267}",,0,0
10,0.7960737347602844,0.6483,32,0.0015625,0.7250302996900346,"{'EF_trace_w': array([7.2501745 , 0.7096921 , 0.45970452, 0.5116229 , 0.24368107,
       0.6910961 , 0.3711578 , 0.4718927 , 0.42559624, 0.27135697,
       0.15392661, 0.41794884, 0.4228111 , 0.38083455, 0.04378632,
       1.191248  ], dtype=float32), 'EF_trace_a': array([0.70374584, 0.33011487, 0.20785016, 0.38254413, 0.16563654,
       0.16563654, 0.27863047, 0.19429791, 0.3444585 , 0.11153309,
       0.11153309, 0.58731973, 0.15081581, 0.44763988, 0.18224694],
      dtype=float32), 'avg_EF': 0.44334108}",,0,0
10,0.7964743375778198,0.6399,64,0.0015625,0.7338946561018626,"{'EF_trace_w': array([13.623988  ,  1.2103703 ,  1.0808387 ,  1.2248251 ,  0.7083658 ,
        1.4584242 ,  0.9281054 ,  1.1900032 ,  0.9424465 ,  0.56530577,
        0.27985963,  0.69442934,  0.4129541 ,  0.3480239 ,  0.05417253,
        1.412133  ], dtype=float32), 'EF_trace_a': array([0.7340588 , 0.21614623, 0.14690718, 0.2649239 , 0.11202873,
       0.11202873, 0.28580704, 0.17856835, 0.1980043 , 0.09243749,
       0.09243749, 0.36498997, 0.03535647, 0.13547727, 0.08035528],
      dtype=float32), 'avg_EF': 0.800366}",,0,0
10,0.8135015964508057,0.6289,128,0.0015625,0.6147416896290249,"{'EF_trace_w': array([23.624878  ,  2.16053   ,  1.6379215 ,  1.9348667 ,  1.026997  ,
        1.4839822 ,  1.4771981 ,  2.1463025 ,  1.684526  ,  1.1196593 ,
        0.3976337 ,  1.1301248 ,  0.87720203,  0.6217751 ,  0.08293448,
        1.3250854 ], dtype=float32), 'EF_trace_a': array([1.0751319 , 0.35629538, 0.1600268 , 0.3309677 , 0.12527873,
       0.12527873, 0.34156215, 0.24360076, 0.35494754, 0.09934536,
       0.09934536, 0.47313964, 0.06068911, 0.20084779, 0.07480572],
      dtype=float32), 'avg_EF': 1.2587236}",,0,0
10,0.8429276347160339,0.6889,256,0.0015625,0.7149608582258224,"{'EF_trace_w': array([60.340485  ,  6.1719384 ,  4.8719215 ,  5.4742217 ,  3.0310504 ,
        3.6292698 ,  4.709433  ,  5.4774265 ,  4.436278  ,  2.656373  ,
        0.90181935,  1.9620162 ,  1.0964257 ,  1.0686791 ,  0.17444907,
        2.016543  ], dtype=float32), 'EF_trace_a': array([0.49855846, 0.2377729 , 0.14775075, 0.1528988 , 0.09922326,
       0.09922326, 0.2212391 , 0.1691863 , 0.1539362 , 0.06088879,
       0.06088879, 0.15105344, 0.01934478, 0.05440798, 0.04369463],
      dtype=float32), 'avg_EF': 2.894111}",,0,0
10,0.8070746660232544,0.6462,512,0.0015625,0.8419337007734511,"{'EF_trace_w': array([293.71738   ,  11.229892  ,   7.38466   ,  14.288392  ,
         6.0177536 ,   5.384256  ,   7.57052   ,  10.387296  ,
         8.728668  ,   5.4735875 ,   1.6670927 ,   5.0942917 ,
         3.168695  ,   2.129321  ,   0.32713383,   1.7978648 ],
      dtype=float32), 'EF_trace_a': array([0.8193775 , 0.27548268, 0.19424559, 0.27659297, 0.12356591,
       0.12356591, 0.32623306, 0.2546305 , 0.25242236, 0.10013922,
       0.10013922, 0.34599015, 0.05070401, 0.09506138, 0.05262539],
      dtype=float32), 'avg_EF': 5.749992}",,0,0
10,0.765625,0.6514,1024,0.0015625,0.7942497895823585,"{'EF_trace_w': array([294.06033  ,  29.808605 ,  21.339527 ,  25.51897  ,  12.034032 ,
         6.962282 ,  15.480857 ,  20.673952 ,  18.217829 ,  10.64112  ,
         2.5005744,   8.28682  ,   5.14571  ,   4.846915 ,   0.6245113,
         2.5211318], dtype=float32), 'EF_trace_a': array([0.6931373 , 0.27335456, 0.17633441, 0.21205449, 0.11355789,
       0.11355789, 0.27998954, 0.19615263, 0.178971  , 0.07291882,
       0.07291882, 0.21171394, 0.03329051, 0.05482974, 0.04218318],
      dtype=float32), 'avg_EF': 10.448956}",,0,0
11,0.8161057829856873,0.6574,32,0.0015625,0.7436126669247944,"{'EF_trace_w': array([7.9438295 , 0.61337143, 0.5574929 , 0.6915684 , 0.3538761 ,
       0.7737247 , 0.4349483 , 0.6124216 , 0.41354218, 0.24347673,
       0.18118155, 0.41645694, 0.30954188, 0.2602116 , 0.04446701,
       1.5242759 ], dtype=float32), 'EF_trace_a': array([0.8266847 , 0.18083166, 0.12175308, 0.25456965, 0.09181628,
       0.09181628, 0.17560521, 0.11861235, 0.1863696 , 0.07406427,
       0.07406427, 0.33412254, 0.04199056, 0.22151493, 0.11736573],
      dtype=float32), 'avg_EF': 0.47006744}",,0,0
11,0.7882612347602844,0.6431,64,0.0015625,0.7187959320015378,"{'EF_trace_w': array([11.50611   ,  1.0113534 ,  0.89606893,  1.0330775 ,  0.6069591 ,
        1.132631  ,  0.8079643 ,  1.2004353 ,  0.8138854 ,  0.5964101 ,
        0.25503984,  0.75764877,  0.63849145,  0.4266212 ,  0.06006202,
        1.3305594 ], dtype=float32), 'EF_trace_a': array([1.2404463 , 0.27133366, 0.17276561, 0.30106193, 0.13544063,
       0.13544063, 0.32999814, 0.22384343, 0.24602492, 0.10842156,
       0.10842156, 0.5461787 , 0.08033065, 0.21381965, 0.09944704],
      dtype=float32), 'avg_EF': 0.7680576}",,0,0
11,0.8165063858032227,0.6185,128,0.0015625,0.7567639615800645,"{'EF_trace_w': array([32.61038   ,  2.4791853 ,  1.9335836 ,  2.9031281 ,  1.8006124 ,
        2.2251637 ,  2.0465028 ,  2.681079  ,  2.3443615 ,  1.3739667 ,
        0.5269102 ,  1.27674   ,  0.7229312 ,  0.6024354 ,  0.09199935,
        1.6668811 ], dtype=float32), 'EF_trace_a': array([0.83137643, 0.23253378, 0.1694926 , 0.32102662, 0.11148954,
       0.11148954, 0.30814698, 0.21904843, 0.27528527, 0.09040961,
       0.09040961, 0.34329098, 0.03684454, 0.11313058, 0.07113945],
      dtype=float32), 'avg_EF': 1.5756905}",,0,0
11,0.7925575375556946,0.6149,256,0.0015625,0.7646633519066705,"{'EF_trace_w': array([1.8438231e+02, 9.0967855e+00, 6.1832457e+00, 6.1111250e+00,
       3.5376182e+00, 4.2695413e+00, 5.3047509e+00, 6.5758638e+00,
       5.4729404e+00, 2.9964850e+00, 9.8838121e-01, 2.2758894e+00,
       1.0054586e+00, 8.6138088e-01, 1.8186471e-01, 2.6990616e+00],
      dtype=float32), 'EF_trace_a': array([0.51231706, 0.20099173, 0.13175015, 0.14894763, 0.10344107,
       0.10344107, 0.29110298, 0.17670183, 0.14787595, 0.05493981,
       0.05493981, 0.15080675, 0.01511321, 0.03401862, 0.04609876],
      dtype=float32), 'avg_EF': 3.507056}",,0,0
11,0.8125,0.6566,512,0.0015625,0.7787261870172288,"{'EF_trace_w': array([157.18332   ,  16.75177   ,  11.794407  ,   7.368473  ,
         5.48665   ,   6.107559  ,   8.019853  ,  10.449907  ,
         9.869319  ,   5.3222356 ,   1.5650445 ,   4.635109  ,
         2.6619687 ,   2.4643612 ,   0.38101923,   2.7091007 ],
      dtype=float32), 'EF_trace_a': array([0.60725427, 0.26156467, 0.18393782, 0.13752039, 0.13207458,
       0.13207458, 0.25637233, 0.19555728, 0.21308166, 0.07976441,
       0.07976441, 0.24666318, 0.03582755, 0.07555074, 0.05044832],
      dtype=float32), 'avg_EF': 5.8039856}",,0,0
11,0.777099609375,0.6522,1024,0.0015625,0.7771536111831665,"{'EF_trace_w': array([524.6759    ,  89.37989   ,  34.31398   ,  23.047272  ,
        17.795101  ,  11.171099  ,  19.512909  ,  22.447107  ,
        26.51305   ,  14.89117   ,   2.8700948 ,  11.2973175 ,
         5.7412586 ,   5.026298  ,   0.80354214,   3.9995244 ],
      dtype=float32), 'EF_trace_a': array([0.42117506, 0.22404253, 0.17113099, 0.13082832, 0.10868081,
       0.10868081, 0.18845089, 0.15704837, 0.1457372 , 0.06588367,
       0.06588367, 0.19042104, 0.03197965, 0.04393332, 0.04116268],
      dtype=float32), 'avg_EF': 14.503643}",,0,0
